time,x,y,z,heading
1718963241.27163,-19.217799711560897,-17.58076756655821,0.0,28.905150135977806
1718963241.3120549,-19.174400510453367,-17.556770301037023,0.0,28.974996988807767
1718963241.3522947,-19.133372605575563,-17.53410258911716,0.0,28.86586390752536
1718963241.3925548,-19.090624608064108,-17.510509137900588,0.0,28.92445626288932
1718963241.4327672,-19.04551180135367,-17.48555960377726,0.0,28.964917418742665
1718963241.4730167,-18.99929568531613,-17.459982812713402,0.0,28.956870491901046
1718963241.5136611,-18.954244384632762,-17.435139272045618,0.0,28.79220898643388
1718963241.553908,-18.910308894564636,-17.411117994251402,0.0,28.542150737629207
1718963241.5941,-18.865402508537464,-17.38669977578649,0.0,28.528853258548068
1718963241.634351,-18.818452767617355,-17.361067333991606,0.0,28.736247273640963
1718963241.674904,-18.7704251774077,-17.334630647062934,0.0,28.92473956291977
1718963241.7151387,-18.7236204037405,-17.308699003563287,0.0,29.051535940442243
1718963241.7553527,-18.679070488682783,-17.283916838337454,0.0,29.120968053612522
1718963241.795582,-18.634511231254283,-17.259076575283913,0.0,29.15537740627003
1718963241.835816,-18.58842461896969,-17.233314914347748,0.0,29.25357238321331
1718963241.8762572,-18.541144185438576,-17.20677353147707,0.0,29.362722081109766
1718963241.9165027,-18.493846027328555,-17.180235492184895,0.0,29.22907998774646
1718963241.9567502,-18.44923587217435,-17.15533579060834,0.0,29.108125572469163
1718963241.9973776,-18.405914567858236,-17.131225548652715,0.0,29.087660207558393
1718963242.0376492,-18.361929604322725,-17.106783861835222,0.0,29.0326878326608
1718963242.078053,-18.31535579997207,-17.080906077501602,0.0,29.083003979182468
1718963242.118366,-18.272714614892838,-17.057171275230314,0.0,29.11909517025852
1718963242.1586134,-18.227798951527664,-17.03210444657438,0.0,29.21150406818336
1718963242.1989422,-18.18300450819448,-17.007047310608616,0.0,29.232088233254824
1718963242.239156,-18.138129363186536,-16.981923839678654,0.0,29.252713633213595
1718963242.2793648,-18.09295906072434,-16.956595664619602,0.0,29.308275100812576
1718963242.3196607,-18.04799248414661,-16.931314399564787,0.0,29.383158194167027
1718963242.3598864,-18.002780078146674,-16.905816855476125,0.0,29.458506271277344
