time,x,y,theta
1742565127.534780,52.327868,-1.784596,-3.137989
1742565127.648875,52.179569,-1.785900,-3.137808
1742565127.729023,52.081533,-1.779515,-3.139107
1742565127.899244,52.140839,-1.767056,3.137458
1742565127.935593,51.949953,-1.789473,3.122740
1742565128.051795,51.781082,-1.774309,3.137026
1742565128.144323,51.653352,-1.773342,3.130243
1742565128.299077,51.581853,-1.769772,3.134610
1742565128.336231,51.288788,-1.790847,3.135905
1742565128.448305,51.189873,-1.786098,3.127815
1742565128.535923,51.086966,-1.789551,3.124706
1742565128.691943,51.074503,-1.789896,3.112956
1742565128.728688,50.745825,-1.805600,3.101507
1742565128.858396,50.623129,-1.802346,3.107058
1742565128.932968,50.527414,-1.772578,3.106501
1742565129.049877,50.395703,-1.777887,3.103138
1742565129.175406,50.571603,-1.798720,3.100922
1742565129.232213,50.618889,-1.808040,3.100817
1742565129.333178,50.655533,-1.806933,3.107445
1742565129.433285,50.662365,-1.801635,3.108145
1742565129.534996,50.683808,-1.799159,3.111219
1742565129.632963,50.685963,-1.804570,3.110198
1742565129.722260,50.685762,-1.802256,3.110990
1742565129.831880,50.683181,-1.813209,3.109705
1742565129.923517,50.682664,-1.802165,3.110948
1742565130.018652,50.688532,-1.807231,3.110994
1742565130.133375,50.694549,-1.807518,3.110406
1742565130.228789,50.679595,-1.813909,3.109868
1742565130.334027,50.692037,-1.808956,3.109858
1742565130.430301,50.676237,-1.809281,3.109891
1742565130.533857,50.695794,-1.806512,3.110573
1742565130.631413,50.694572,-1.815399,3.109617
1742565130.719377,50.703810,-1.812828,3.109919
1742565130.850896,50.696335,-1.812443,3.110211
1742565130.928360,50.686556,-1.817011,3.109386
1742565131.046854,50.692595,-1.813838,3.109268
1742565131.131857,50.678187,-1.804220,3.108853
1742565131.233169,50.662293,-1.806490,3.106261
1742565131.547552,50.478535,-1.793075,3.097154
1742565131.627614,50.417855,-1.820820,3.104781
1742565131.728739,50.342648,-1.805189,3.118001
1742565131.834713,50.299014,-1.804846,3.128337
1742565131.927819,50.239800,-1.808263,3.140778
1742565132.023488,50.183455,-1.797471,-3.132050
1742565132.155065,50.092473,-1.808680,-3.124127
1742565132.287040,50.055116,-1.847957,-3.137952
1742565132.332556,49.927477,-1.847273,-3.134150
1742565132.431085,49.888113,-1.856023,-3.136554
1742565132.538627,49.819426,-1.852668,-3.133792
1742565132.649200,49.774924,-1.868340,-3.133579
1742565132.727623,49.687006,-1.851881,-3.127282
1742565132.821394,49.577449,-1.864600,-3.127633
1742565132.944388,49.517260,-1.853069,-3.129833
1742565133.056576,49.533356,-1.742633,-3.120013
1742565133.120856,49.317386,-1.754441,-3.110282
1742565133.218159,49.259831,-1.744123,-3.115167
