time,x,y,theta
1732883453.823214,100.893680,4.012516,0.009105
1732883453.923194,100.996711,4.011670,0.010761
1732883454.023285,101.095518,4.028670,-0.008796
1732883454.123326,101.197406,4.014386,0.011989
1732883454.223386,101.305732,4.002149,0.025882
1732883454.323468,101.407346,4.001441,0.024059
1732883454.423346,101.498508,4.018476,-0.000587
1732883454.523361,101.592878,4.021795,-0.004699
1732883454.623239,101.692152,4.016080,0.003376
1732883454.723246,101.791270,4.040377,-0.026221
1732883454.823314,101.894239,4.028220,0.001676
1732883454.923329,101.994724,4.023732,0.006597
1732883455.023490,102.098948,4.025424,-0.001108
1732883455.123213,102.204136,4.030614,0.000209
1732883455.223252,102.300652,4.028359,0.006150
1732883455.323309,102.409841,4.032114,-0.011276
1732883455.423285,102.486591,4.026205,0.005968
1732883455.623260,102.590822,4.028813,-0.002785
1732883455.723259,102.680523,4.025002,-0.001660
1732883455.823161,102.777235,4.020673,0.002474
1732883455.923107,102.882765,4.021969,-0.010676
1732883456.022899,102.982356,4.017548,-0.003683
1732883456.122903,103.097517,4.005190,0.025800
1732883456.323008,103.204820,4.015253,-0.014390
1732883456.423229,103.305121,4.038726,-0.084451
1732883456.523406,103.404802,4.014858,-0.013743
1732883456.623427,103.512548,4.023656,-0.037213
1732883456.723483,103.605137,4.018667,-0.012193
1732883456.823278,103.704695,4.022923,-0.017493
1732883456.923293,103.801452,4.018388,-0.010531
1732883457.023320,103.899248,4.021587,-0.015195
1732883457.123369,103.997615,4.025053,-0.029429
1732883457.223351,104.097734,4.022747,-0.024591
1732883457.323317,104.192259,4.018744,-0.017830
1732883457.423193,104.282387,4.016613,0.022557
1732883457.523289,104.394414,4.015096,-0.035323
1732883457.623231,104.503491,4.009061,-0.026442
1732883457.723058,104.604262,4.008590,-0.048283
1732883457.822979,104.680383,4.013688,0.014676
1732883458.123304,104.807996,3.995761,0.047565
1732883458.323538,104.926836,4.000030,0.034997
1732883458.423571,105.036075,3.992288,0.036853
1732883458.523473,105.153887,3.988201,0.054648
1732883458.623280,105.267772,4.031278,0.002306
1732883458.723096,105.365743,4.002152,-0.048827
